,t,GRate
0,2.145925916602414,0.5988090639127291
1,2.1784641379357472,0.6129879567868702
2,2.2109835272690805,0.7660516898082312
3,2.243444497935747,0.744683406667747
4,2.2759516952690806,0.8312693471161852
5,2.308442975269083,0.6087069161743607
6,2.3409490899357523,0.5443930662057466
7,2.373451004602419,0.5640927600687962
8,2.4059626686024167,0.5616900109169879
9,2.4384499726024194,0.6791690150349556
10,2.4709469699357527,0.6296583360719322
11,2.503438217935753,0.5888191097811808
12,2.535932972602414,0.7188572709156335
13,2.5684520846024164,0.7214118320598146
14,2.6009419779357477,0.6034511712618457
15,2.6334499886024165,0.48248473105901724
16,2.6659542232690834,0.5732353442450393
17,2.698448076602419,0.6203206049096917
18,2.7309508526024135,0.5973644631997109
19,2.7634584152690804,0.2837918844649495
20,2.795950087269083,0.5861475319524345
21,2.8284571512690833,0.5269241939567192
22,2.86095245793575,0.5554865710073504
23,2.8934530446024165,0.5359984773787461
24,2.9259509219357502,0.30716487691947003
25,2.958442815269083,0.7858918002464546
26,2.9909574952690834,0.7044578429853829
27,3.02345070593575,0.5753977172243397
28,3.055956468602417,0.520051492858933
29,3.088462287269084,0.7183419370286853
30,3.120955548602417,0.9638160782122355
31,3.1534617992690834,0.7406054326012093
32,3.1859530232690836,0.5696504809432561
33,3.2184468899357506,0.5966440937301569
34,3.2509513992690837,0.6626725863447528
35,3.283576404602417,0.527292021012614
36,3.316020655269084,0.7984344859362634
37,3.3484429539357503,0.5926323577393832
38,3.3809617752690837,0.6192300893675421
39,3.413453772602417,0.6631423759956556
40,3.4459600952690836,0.808786450378792
41,3.4784669859357504,0.8831324790106072
42,3.510958748602417,1.0512478040895001
43,3.5434644606024173,1.1944009663422912
44,3.5759723432690835,0.7266102801003633
45,3.608463180602417,1.043918592048144
46,3.640969388602417,1.0579433106675564
47,3.673460868602417,1.231011256623997
48,3.7059694392690834,1.2768989117257417
49,3.7384732819357502,1.1544852861179848
50,3.7709627832690837,1.235308824315884
51,3.8034567592690838,1.279188738441865
52,3.83596320993575,1.2960326294086757
53,3.8684699166024172,1.4393626594532258
54,3.9009760766024173,1.4263235324041612
55,3.933467724602417,1.4731171150433147
56,3.9659748072690832,1.4241829996127795
57,3.9984791139357503,0.7631982699152274
58,4.03095771393575,0.5365438511218537
59,4.0634783352690835,0.619587215111894
60,4.095970119269084,0.5058416495141955
61,4.128475215269083,0.7034725695252404
62,4.160953471269083,0.7715418392951666
63,4.1934754739357505,0.8045722762132367
64,4.225981223269083,0.7775076367237098
65,4.2584450579357505,0.7540286909075254
66,4.290979879269083,0.3427187410927658
67,4.323458375269084,0.7977820851826819
68,4.355964084602417,0.9758287241800155
69,4.388470060602417,0.8048466201635504
70,4.42097589793575,0.7271803106686147
71,4.453454020602417,0.8113778064254232
72,4.48597283393575,1.0865852077891274
73,4.518479828602417,1.261275306412372
74,4.550971268602417,1.3530029139565807
75,4.583477671269083,1.4710383548425667
76,4.615982236602417,1.3378187464002655
77,4.6484757886024175,1.3747919183860693
78,4.680982972602417,1.3266268804104513
79,4.713447372602418,1.1274239603948422
80,4.745979980602417,1.236838956413578
81,4.778460404602416,1.4190824248473757
82,4.81097909793575,1.4631256509086694
83,4.84345743393575,1.411590546360071
84,4.87596617793575,1.4969793042702146
85,4.90848314593575,1.587396254956985
86,4.940991004602417,1.5961367138017342
87,4.9734825192690835,1.5845794907083854
88,5.005987820602417,0.8317826737737221
89,5.038481047269084,0.31040013648413506
90,5.07097412193575,0.41404533638585045
91,5.10349410593575,0.5894140678700139
92,5.135985937935751,0.7898932331502395
93,5.168492220602417,0.5655492358452788
94,5.200983996602417,0.6815879218148889
