time,kappa
0.0,0.005717403128201418
0.03333333333333333,0.13775342379761182
0.06666666666666667,0.06868013219899843
0.1,0.14596408958949533
0.13333333333333333,0.231256165829405
0.16666666666666666,0.21696887656258745
0.2,0.20115360866037157
0.23333333333333334,0.21529541174808164
0.26666666666666666,0.2582696618067367
0.3,0.2569937358149516
0.3333333333333333,0.24288648949521466
0.36666666666666664,0.2383824918472408
0.4,0.23240885840734893
0.43333333333333335,0.260507652750456
0.4666666666666667,0.267418934414895
0.5,0.26011350845461584
0.5333333333333333,0.27548039888744785
0.5666666666666667,0.264695560141677
0.6,0.2515703960372034
0.6333333333333333,0.26516623417360335
0.6666666666666666,0.2601425295545599
0.7,0.2849163113871394
0.7333333333333333,0.29795197412714725
0.7666666666666666,0.3122231811866221
0.8,0.3129230190506121
0.8333333333333334,0.3184150922900311
0.8666666666666667,0.3073531596149576
0.9,0.31675233645034195
0.9333333333333333,0.32509457744548065
0.9666666666666667,0.35920446025189084
1.0,0.3500217242897327
1.0333333333333332,0.35553918389060746
1.0666666666666667,0.3737801939303707
1.1,0.37222585402540553
1.1333333333333333,0.3806297627695037
1.1666666666666667,0.38618569151932663
1.2,0.3842879439250603
1.2333333333333334,0.4052894237057603
1.2666666666666666,0.42183491163811354
1.3,0.4112981122440029
1.3333333333333333,0.4087806487135905
1.3666666666666667,0.4358271578508857
1.4,0.4480525522707591
1.4333333333333333,0.44563087799736856
1.4666666666666666,0.4455860600408297
1.5,0.4396916322363835
1.5333333333333332,0.4709149989628402
1.5666666666666667,0.45520060788055944
1.6,0.44335916443091444
1.6333333333333333,0.4611780993513395
1.6666666666666667,0.4652839500453437
1.7,0.46148572951674804
1.7333333333333334,0.4889146173422308
1.7666666666666666,0.5000987970411191
1.8,0.5102496724353307
1.8333333333333333,0.4987088312149513
1.8666666666666667,0.5051027424553102
1.9,0.53853881995637
1.9333333333333333,0.5146469926692566
1.9666666666666666,0.5322635550229389
2.0,0.5506725387904213
2.033333333333333,0.5343322489828874
2.0666666666666664,0.5330628698997057
2.1,0.5472281985519547
